ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME
10372;40;100;4;5862;01/26/2005;Shipped   ;1;1;2005;Classic Cars    ;151;S12_3148 ;Tokyo Collectables, Ltd           ;+81 3 3584 0555  ;2-2-8 Roppongi                            ;           ;Minato-ku     ;Tokyo        ;106-0032 ;Japan        ;Japan;Shimamura  ;Akiko     
10382;37;100;11;4071.8;02/17/2005;Shipped   ;1;2;2005;Classic Cars    ;151;S12_3148 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10413;47;100;3;8236.8;05/05/2005;Shipped   ;2;5;2005;Classic Cars    ;151;S12_3148 ;Gift Depot Inc.                   ;2035552570       ;25593 South Bay Ln.                       ;           ;Bridgewater   ;CT           ;97562    ;USA          ;NA   ;King       ;Julie     
10108;45;100;4;6130.4;03/03/2003;Shipped   ;1;3;2003;Classic Cars    ;117;S12_3380 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10122;37;99.8;8;3693.3;05/08/2003;Shipped   ;2;5;2003;Classic Cars    ;117;S12_3380 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
10135;48;100;5;6031.7;07/02/2003;Shipped   ;3;7;2003;Classic Cars    ;117;S12_3380 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10147;31;100;5;3494.9;09/05/2003;Shipped   ;3;9;2003;Classic Cars    ;117;S12_3380 ;Collectables For Less Inc.        ;6175558555       ;7825 Douglas Av.                          ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Nelson     ;Allen     
10160;46;100;6;5294.1;10/11/2003;Shipped   ;4;10;2003;Classic Cars    ;117;S12_3380 ;Men 'R' US Retailers, Ltd.        ;2155554369       ;6047 Douglas Av.                          ;           ;Los Angeles   ;CA           ;         ;USA          ;NA   ;Chandler   ;Michael   
10170;47;100;4;5464.7;11/04/2003;Shipped   ;4;11;2003;Classic Cars    ;117;S12_3380 ;Mini Auto Werke                   ;7675-3555        ;Kirchgasse 6                              ;           ;Graz          ;             ;8010     ;Austria      ;EMEA ;Mendel     ;Roland    
10181;28;100;12;2860.8;11/12/2003;Shipped   ;4;11;2003;Classic Cars    ;117;S12_3380 ;Herkku Gifts                      ;+47 2267 3215    ;Drammen 121, PR 744 Sentrum               ;           ;Bergen        ;             ;N 5804   ;Norway       ;EMEA ;Oeztan     ;Veysel    
10191;40;100;1;5590;11/20/2003;Shipped   ;4;11;2003;Classic Cars    ;117;S12_3380 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10203;20;100;6;2254.8;12/02/2003;Shipped   ;4;12;2003;Classic Cars    ;117;S12_3380 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10212;39;100;16;4946.8;01/16/2004;Shipped   ;1;1;2004;Classic Cars    ;117;S12_3380 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10225;25;99.8;7;2495.5;02/22/2004;Shipped   ;1;2;2004;Classic Cars    ;117;S12_3380 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10238;29;100;1;3167.4;04/09/2004;Shipped   ;2;4;2004;Classic Cars    ;117;S12_3380 ;Danish Wholesale Imports          ;31 12 3555       ;Vinb‘ltet 34                              ;           ;Kobenhavn     ;             ;1734     ;Denmark      ;EMEA ;Petersen   ;Jytte     
10253;22;100;11;2402.8;06/01/2004;Cancelled ;2;6;2004;Classic Cars    ;117;S12_3380 ;UK Collectables, Ltd.             ;(171) 555-2282   ;Berkeley Gardens 12  Brewery              ;           ;Liverpool     ;             ;WX1 6LT  ;UK           ;EMEA ;Devon      ;Elizabeth 
10266;22;100;12;2454.5;07/06/2004;Shipped   ;3;7;2004;Classic Cars    ;117;S12_3380 ;L'ordine Souveniers               ;0522-556555      ;Strada Provinciale 124                    ;           ;Reggio Emilia ;             ;42100    ;Italy        ;EMEA ;Moroni     ;Maurizio  
10276;47;100;1;5464.7;08/02/2004;Shipped   ;3;8;2004;Classic Cars    ;117;S12_3380 ;Online Mini Collectables          ;6175557555       ;7635 Spinnaker Dr.                        ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Barajas    ;Miguel    
10287;45;100;10;4756.5;08/30/2004;Shipped   ;3;8;2004;Classic Cars    ;117;S12_3380 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10300;29;100;3;3984.6;10/04/2003;Shipped   ;4;10;2003;Classic Cars    ;117;S12_3380 ;Blauer See Auto, Co.              ;+49 69 66 90 2555;Lyonerstr. 34                             ;           ;Frankfurt     ;             ;60528    ;Germany      ;EMEA ;Keitel     ;Roland    
10310;24;100;8;3100.3;10/16/2004;Shipped   ;4;10;2004;Classic Cars    ;117;S12_3380 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10320;35;100;1;4850.3;11/03/2004;Shipped   ;4;11;2004;Classic Cars    ;117;S12_3380 ;Volvo Model Replicas, Co          ;0921-12 3555     ;Berguvsv„gen  8                           ;           ;Lule†         ;             ;S-958 22 ;Sweden       ;EMEA ;Berglund   ;Christina 
10329;46;83.6;13;3847;11/15/2004;Shipped   ;4;11;2004;Classic Cars    ;117;S12_3380 ;Land of Toys Inc.                 ;2125557818       ;897 Long Airport Avenue                   ;           ;NYC           ;NY           ;10022    ;USA          ;NA   ;Yu         ;Kwai      
10341;44;95.9;1;4220.9;11/24/2004;Shipped   ;4;11;2004;Classic Cars    ;117;S12_3380 ;Salzburg Collectables             ;6562-9555        ;Geislweg 14                               ;           ;Salzburg      ;             ;5020     ;Austria      ;EMEA ;Pipps      ;Georg     
10363;34;96.7;4;3288.8;01/06/2005;Shipped   ;1;1;2005;Classic Cars    ;117;S12_3380 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10376;35;100;1;3987.2;02/08/2005;Shipped   ;1;2;2005;Classic Cars    ;117;S12_3380 ;Boards & Toys Co.                 ;3105552373       ;4097 Douglas Av.                          ;           ;Glendale      ;CA           ;92561    ;USA          ;NA   ;Young      ;Leslie    
10389;25;72.4;6;1809.5;03/03/2005;Shipped   ;1;3;2005;Classic Cars    ;117;S12_3380 ;Scandinavian Gift Ideas           ;0695-34 6555     ;?kergatan 24                              ;           ;Br„cke        ;             ;S-844 67 ;Sweden       ;EMEA ;Larsson    ;Maria     
10419;10;100;11;1092.2;05/17/2005;Shipped   ;2;5;2005;Classic Cars    ;117;S12_3380 ;Salzburg Collectables             ;6562-9555        ;Geislweg 14                               ;           ;Salzburg      ;             ;5020     ;Austria      ;EMEA ;Pipps      ;Georg     
10105;29;100;14;4566.1;02/11/2003;Shipped   ;1;2;2003;Classic Cars    ;173;S12_3891 ;Danish Wholesale Imports          ;31 12 3555       ;Vinb‘ltet 34                              ;           ;Kobenhavn     ;             ;1734     ;Denmark      ;EMEA ;Petersen   ;Jytte     
10117;39;100;8;5938.1;04/16/2003;Shipped   ;2;4;2003;Classic Cars    ;173;S12_3891 ;Dragon Souveniers, Ltd.           ;+65 221 7555     ;Bronz Sok., Bronz Apt. 3/6 Tesvikiye      ;           ;Singapore     ;             ;079903   ;Singapore    ;Japan;Natividad  ;Eric      
10127;42;100;1;8138.8;06/03/2003;Shipped   ;2;6;2003;Classic Cars    ;173;S12_3891 ;Muscle Machine Inc                ;2125557413       ;4092 Furth Circle                         ;Suite 400  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Young      ;Jeff      
10142;46;100;11;9470.9;08/08/2003;Shipped   ;3;8;2003;Classic Cars    ;173;S12_3891 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10153;49;100;10;7036.9;09/28/2003;Shipped   ;3;9;2003;Classic Cars    ;173;S12_3891 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10165;27;100;2;5559;10/22/2003;Shipped   ;4;10;2003;Classic Cars    ;173;S12_3891 ;Dragon Souveniers, Ltd.           ;+65 221 7555     ;Bronz Sok., Bronz Apt. 3/6 Tesvikiye      ;           ;Singapore     ;             ;079903   ;Singapore    ;Japan;Natividad  ;Eric      
10176;50;100;1;7872.5;11/06/2003;Shipped   ;4;11;2003;Classic Cars    ;173;S12_3891 ;L'ordine Souveniers               ;0522-556555      ;Strada Provinciale 124                    ;           ;Reggio Emilia ;             ;42100    ;Italy        ;EMEA ;Moroni     ;Maurizio  
10185;43;100;12;7886.2;11/14/2003;Shipped   ;4;11;2003;Classic Cars    ;173;S12_3891 ;Mini Creations Ltd.               ;5085559555       ;4575 Hillside Dr.                         ;           ;New Bedford   ;MA           ;50553    ;USA          ;NA   ;Tam        ;Wing C    
10196;38;100;4;7232.2;11/26/2003;Shipped   ;4;11;2003;Classic Cars    ;173;S12_3891 ;Super Scale Inc.                  ;2035559545       ;567 North Pendale Street                  ;           ;New Haven     ;CT           ;97823    ;USA          ;NA   ;Murphy     ;Leslie    
10208;20;100;12;3114.4;01/02/2004;Shipped   ;1;1;2004;Classic Cars    ;173;S12_3891 ;Saveley & Henriot, Co.            ;78.32.5555       ;2, rue du Commerce                        ;           ;Lyon          ;             ;69004    ;France       ;EMEA ;Saveley    ;Mary      
10220;27;100;1;5045.2;02/12/2004;Shipped   ;1;2;2004;Classic Cars    ;173;S12_3891 ;Clover Collections, Co.           ;+353 1862 1555   ;25 Maiden Lane                            ;Floor No. 4;Dublin        ;             ;2        ;Ireland      ;EMEA ;Cassidy    ;Dean      
10231;49;100;1;6952.1;03/19/2004;Shipped   ;1;3;2004;Classic Cars    ;173;S12_3891 ;CAF Imports                       ;+34 913 728 555  ;Merchants House, 27-30 Merchant's Quay    ;           ;Madrid        ;             ;28023    ;Spain        ;EMEA ;Fernandez  ;Jesus     
10247;27;100;1;4157.7;05/05/2004;Shipped   ;2;5;2004;Classic Cars    ;173;S12_3891 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10272;39;100;1;7962.2;07/20/2004;Shipped   ;3;7;2004;Classic Cars    ;173;S12_3891 ;Diecast Classics Inc.             ;2155551555       ;7586 Pompton St.                          ;           ;Allentown     ;PA           ;70267    ;USA          ;NA   ;Yu         ;Kyung     
10282;24;100;4;3778.8;08/20/2004;Shipped   ;3;8;2004;Classic Cars    ;173;S12_3891 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10293;45;100;7;8253;09/09/2004;Shipped   ;3;9;2004;Classic Cars    ;173;S12_3891 ;Amica Models & Co.                ;011-4988555      ;Via Monte Bianco 34                       ;           ;Torino        ;             ;10100    ;Italy        ;EMEA ;Accorti    ;Paolo     
10306;20;100;12;3633.4;10/14/2004;Shipped   ;4;10;2004;Classic Cars    ;173;S12_3891 ;AV Stores, Co.                    ;(171) 555-1555   ;Fauntleroy Circus                         ;           ;Manchester    ;             ;EC2 5NT  ;UK           ;EMEA ;Ashworth   ;Victoria  
10314;36;100;4;6913.8;10/22/2004;Shipped   ;4;10;2004;Classic Cars    ;173;S12_3891 ;Heintze Collectables              ;86 21 3555       ;Smagsloget 45                             ;           ;?rhus         ;             ;8200     ;Denmark      ;EMEA ;Ibsen      ;Palle     
10325;24;100;1;2583.6;11/05/2004;Shipped   ;4;11;2004;Classic Cars    ;173;S12_3891 ;Baane Mini Imports                ;07-98 9555       ;Erling Skakkes gate 78                    ;           ;Stavern       ;             ;4110     ;Norway       ;EMEA ;Bergulfsen ;Jonas     
10336;49;63.4;1;3105.6;11/20/2004;Shipped   ;4;11;2004;Classic Cars    ;173;S12_3891 ;La Corne D'abondance, Co.         ;(1) 42.34.2555   ;265, boulevard Charonne                   ;           ;Paris         ;             ;75012    ;France       ;EMEA ;Bertrand   ;Marie     
10349;26;100;10;4408.6;12/01/2004;Shipped   ;4;12;2004;Classic Cars    ;173;S12_3891 ;Muscle Machine Inc                ;2125557413       ;4092 Furth Circle                         ;Suite 400  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Young      ;Jeff      
10359;49;62.1;5;3042.4;12/15/2004;Shipped   ;4;12;2004;Classic Cars    ;173;S12_3891 ;Reims Collectables                ;26.47.1555       ;59 rue de l'Abbaye                        ;           ;Reims         ;             ;51100    ;France       ;EMEA ;Henriot    ;Paul      
10372;34;100;1;5941.5;01/26/2005;Shipped   ;1;1;2005;Classic Cars    ;173;S12_3891 ;Tokyo Collectables, Ltd           ;+81 3 3584 0555  ;2-2-8 Roppongi                            ;           ;Minato-ku     ;Tokyo        ;106-0032 ;Japan        ;Japan;Shimamura  ;Akiko     
10382;34;95.3;12;3241.9;02/17/2005;Shipped   ;1;2;2005;Classic Cars    ;173;S12_3891 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10396;33;100;3;6109.3;03/23/2005;Shipped   ;1;3;2005;Classic Cars    ;173;S12_3891 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10413;22;100;1;3387.8;05/05/2005;Shipped   ;2;5;2005;Classic Cars    ;173;S12_3891 ;Gift Depot Inc.                   ;2035552570       ;25593 South Bay Ln.                       ;           ;Bridgewater   ;CT           ;97562    ;USA          ;NA   ;King       ;Julie     
10108;39;89.4;7;3485.8;03/03/2003;Shipped   ;1;3;2003;Classic Cars    ;79;S12_3990 ;Cruz & Sons Co.                   ;+63 2 555 3587   ;15 McCallum Street - NatWest Center #13-03;           ;Makati City   ;             ;1227 MM  ;Philippines  ;Japan;Cruz       ;Arnold    
10122;32;63.8;11;2042.9;05/08/2003;Shipped   ;2;5;2003;Classic Cars    ;79;S12_3990 ;Marseille Mini Autos              ;91.24.4555       ;12, rue des Bouchers                      ;           ;Marseille     ;             ;13008    ;France       ;EMEA ;Lebihan    ;Laurence  
10135;24;75;8;1800.2;07/02/2003;Shipped   ;3;7;2003;Classic Cars    ;79;S12_3990 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10147;21;63.8;8;1340.6;09/05/2003;Shipped   ;3;9;2003;Classic Cars    ;79;S12_3990 ;Collectables For Less Inc.        ;6175558555       ;7825 Douglas Av.                          ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Nelson     ;Allen     
10159;24;73.4;3;1762.1;10/10/2003;Shipped   ;4;10;2003;Classic Cars    ;79;S12_3990 ;Corporate Gift Ideas Co.          ;6505551386       ;7734 Strong St.                           ;           ;San Francisco ;CA           ;         ;USA          ;NA   ;Brown      ;Julie     
10169;36;63.8;3;2298.2;11/04/2003;Shipped   ;4;11;2003;Classic Cars    ;79;S12_3990 ;Anna's Decorations, Ltd           ;02 9936 8555     ;201 Miller Street                         ;Level 15   ;North Sydney  ;NSW          ;2060     ;Australia    ;APAC ;O'Hara     ;Anna      
10181;20;81.4;15;1628;11/12/2003;Shipped   ;4;11;2003;Classic Cars    ;79;S12_3990 ;Herkku Gifts                      ;+47 2267 3215    ;Drammen 121, PR 744 Sentrum               ;           ;Bergen        ;             ;N 5804   ;Norway       ;EMEA ;Oeztan     ;Veysel    
10191;30;64.6;4;1939.2;11/20/2003;Shipped   ;4;11;2003;Classic Cars    ;79;S12_3990 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10203;44;83;9;3651.6;12/02/2003;Shipped   ;4;12;2003;Classic Cars    ;79;S12_3990 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10211;28;92.6;3;2592;01/15/2004;Shipped   ;1;1;2004;Classic Cars    ;79;S12_3990 ;Auto Canal+ Petit                 ;(1) 47.55.6555   ;25, rue Lauriston                         ;           ;Paris         ;             ;75016    ;France       ;EMEA ;Perrier    ;Dominique 
10225;37;77.4;10;2864.2;02/22/2004;Shipped   ;1;2;2004;Classic Cars    ;79;S12_3990 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10238;20;74.2;4;1484.2;04/09/2004;Shipped   ;2;4;2004;Classic Cars    ;79;S12_3990 ;Danish Wholesale Imports          ;31 12 3555       ;Vinb‘ltet 34                              ;           ;Kobenhavn     ;             ;1734     ;Denmark      ;EMEA ;Petersen   ;Jytte     
10253;25;90.2;14;2254.2;06/01/2004;Cancelled ;2;6;2004;Classic Cars    ;79;S12_3990 ;UK Collectables, Ltd.             ;(171) 555-2282   ;Berkeley Gardens 12  Brewery              ;           ;Liverpool     ;             ;WX1 6LT  ;UK           ;EMEA ;Devon      ;Elizabeth 
10266;35;76.6;15;2681.3;07/06/2004;Shipped   ;3;7;2004;Classic Cars    ;79;S12_3990 ;L'ordine Souveniers               ;0522-556555      ;Strada Provinciale 124                    ;           ;Reggio Emilia ;             ;42100    ;Italy        ;EMEA ;Moroni     ;Maurizio  
10276;38;83.8;4;3184;08/02/2004;Shipped   ;3;8;2004;Classic Cars    ;79;S12_3990 ;Online Mini Collectables          ;6175557555       ;7635 Spinnaker Dr.                        ;           ;Brickhaven    ;MA           ;58339    ;USA          ;NA   ;Barajas    ;Miguel    
10287;41;69.4;13;2846.6;08/30/2004;Shipped   ;3;8;2004;Classic Cars    ;79;S12_3990 ;Vida Sport, Ltd                   ;0897-034555      ;Grenzacherweg 237                         ;           ;GenŠve        ;             ;1203     ;Switzerland  ;EMEA ;Holz       ;Michael   
10300;22;76.6;6;1685.4;10/04/2003;Shipped   ;4;10;2003;Classic Cars    ;79;S12_3990 ;Blauer See Auto, Co.              ;+49 69 66 90 2555;Lyonerstr. 34                             ;           ;Frankfurt     ;             ;60528    ;Germany      ;EMEA ;Keitel     ;Roland    
10310;49;81.4;11;3988.6;10/16/2004;Shipped   ;4;10;2004;Classic Cars    ;79;S12_3990 ;Toms Spezialit„ten, Ltd           ;0221-5554327     ;Mehrheimerstr. 369                        ;           ;K”ln          ;             ;50739    ;Germany      ;EMEA ;Pfalzheim  ;Henriette 
10320;38;73.4;4;2790;11/03/2004;Shipped   ;4;11;2004;Classic Cars    ;79;S12_3990 ;Volvo Model Replicas, Co          ;0921-12 3555     ;Berguvsv„gen  8                           ;           ;Lule†         ;             ;S-958 22 ;Sweden       ;EMEA ;Berglund   ;Christina 
10329;33;100;14;3607.6;11/15/2004;Shipped   ;4;11;2004;Classic Cars    ;79;S12_3990 ;Land of Toys Inc.                 ;2125557818       ;897 Long Airport Avenue                   ;           ;NYC           ;NY           ;10022    ;USA          ;NA   ;Yu         ;Kwai      
10341;36;93.6;10;3368.2;11/24/2004;Shipped   ;4;11;2004;Classic Cars    ;79;S12_3990 ;Salzburg Collectables             ;6562-9555        ;Geislweg 14                               ;           ;Salzburg      ;             ;5020     ;Austria      ;EMEA ;Pipps      ;Georg     
10363;34;81.6;5;2775.1;01/06/2005;Shipped   ;1;1;2005;Classic Cars    ;79;S12_3990 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10377;24;67.8;5;1627.9;02/09/2005;Shipped   ;1;2;2005;Classic Cars    ;79;S12_3990 ;Toys of Finland, Co.              ;90-224 8555      ;Keskuskatu 45                             ;           ;Helsinki      ;             ;21240    ;Finland      ;EMEA ;Karttunen  ;Matti     
10389;36;70.3;7;2529.4;03/03/2005;Shipped   ;1;3;2005;Classic Cars    ;79;S12_3990 ;Scandinavian Gift Ideas           ;0695-34 6555     ;?kergatan 24                              ;           ;Br„cke        ;             ;S-844 67 ;Sweden       ;EMEA ;Larsson    ;Maria     
10419;34;90.2;14;3065.8;05/17/2005;Shipped   ;2;5;2005;Classic Cars    ;79;S12_3990 ;Salzburg Collectables             ;6562-9555        ;Geislweg 14                               ;           ;Salzburg      ;             ;5020     ;Austria      ;EMEA ;Pipps      ;Georg     
10104;41;100;9;4615.8;01/31/2003;Shipped   ;1;1;2003;Trucks and Buses;118;S12_4473 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10115;46;100;5;5723.8;04/04/2003;Shipped   ;2;4;2003;Trucks and Buses;118;S12_4473 ;Classic Legends Inc.              ;2125558493       ;5905 Pompton St.                          ;Suite 750  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Hernandez  ;Maria     
10127;24;100;11;2559.6;06/03/2003;Shipped   ;2;6;2003;Trucks and Buses;118;S12_4473 ;Muscle Machine Inc                ;2125557413       ;4092 Furth Circle                         ;Suite 400  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Young      ;Jeff      
10141;21;100;5;2140.1;08/01/2003;Shipped   ;3;8;2003;Trucks and Buses;118;S12_4473 ;Suominen Souveniers               ;+358 9 8045 555  ;Software Engineering Center, SEC Oy       ;           ;Espoo         ;             ;FIN-02271;Finland      ;EMEA ;Suominen   ;Kalle     
10151;24;100;3;3327.6;09/21/2003;Shipped   ;3;9;2003;Trucks and Buses;118;S12_4473 ;Oulu Toy Supplies, Inc.           ;981-443655       ;Torikatu 38                               ;           ;Oulu          ;             ;90110    ;Finland      ;EMEA ;Koskitalo  ;Pirkko    
10165;48;100;12;6825.6;10/22/2003;Shipped   ;4;10;2003;Trucks and Buses;118;S12_4473 ;Dragon Souveniers, Ltd.           ;+65 221 7555     ;Bronz Sok., Bronz Apt. 3/6 Tesvikiye      ;           ;Singapore     ;             ;079903   ;Singapore    ;Japan;Natividad  ;Eric      
10175;26;100;1;3543.3;11/06/2003;Shipped   ;4;11;2003;Trucks and Buses;118;S12_4473 ;Stylish Desk Decors, Co.          ;(171) 555-0297   ;35 King George                            ;           ;London        ;             ;WX3 6FW  ;UK           ;EMEA ;Brown      ;Ann       
10184;37;100;6;4516.2;11/14/2003;Shipped   ;4;11;2003;Trucks and Buses;118;S12_4473 ;Iberia Gift Imports, Corp.        ;(95) 555 82 82   ;C/ Romero, 33                             ;           ;Sevilla       ;             ;41101    ;Spain        ;EMEA ;Roel       ;Jos‚ Pedro
10195;49;100;6;6445.5;11/25/2003;Shipped   ;4;11;2003;Trucks and Buses;118;S12_4473 ;Mini Classics                     ;9145554562       ;3758 North Pendale Street                 ;           ;White Plains  ;NY           ;24067    ;USA          ;NA   ;Frick      ;Steve     
10207;34;99.5;7;3384.4;12/09/2003;Shipped   ;4;12;2003;Trucks and Buses;118;S12_4473 ;Diecast Collectables              ;6175552555       ;6251 Ingle Ln.                            ;           ;Boston        ;MA           ;51003    ;USA          ;NA   ;Franco     ;Valarie   
10219;48;100;2;4891.7;02/10/2004;Shipped   ;1;2;2004;Trucks and Buses;118;S12_4473 ;Signal Collectibles Ltd.          ;4155554312       ;2793 Furth Circle                         ;           ;Brisbane      ;CA           ;94217    ;USA          ;NA   ;Taylor     ;Sue       
10229;36;100;1;4522;03/11/2004;Shipped   ;1;3;2004;Trucks and Buses;118;S12_4473 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10246;46;100;5;5069.7;05/05/2004;Shipped   ;2;5;2004;Trucks and Buses;118;S12_4473 ;Euro+ Shopping Channel            ;(91) 555 94 44   ;C/ Moralzarzal, 86                        ;           ;Madrid        ;             ;28034    ;Spain        ;EMEA ;Freyre     ;Diego     
10259;46;100;4;6541.2;06/15/2004;Shipped   ;2;6;2004;Trucks and Buses;118;S12_4473 ;Handji Gifts& Co                  ;+65 224 1555     ;Village Close - 106 Linden Road Sandown   ;2nd Floor  ;Singapore     ;             ;069045   ;Singapore    ;APAC ;Victorino  ;Wendy     
10271;31;97.2;5;3012.3;07/20/2004;Shipped   ;3;7;2004;Trucks and Buses;118;S12_4473 ;Mini Gifts Distributors Ltd.      ;4155551450       ;5677 Strong St.                           ;           ;San Rafael    ;CA           ;97562    ;USA          ;NA   ;Nelson     ;Valarie   
10281;41;100;1;5247.2;08/19/2004;Shipped   ;3;8;2004;Trucks and Buses;118;S12_4473 ;Diecast Classics Inc.             ;2155551555       ;7586 Pompton St.                          ;           ;Allentown     ;PA           ;70267    ;USA          ;NA   ;Yu         ;Kyung     
10292;21;100;8;2214.9;09/08/2004;Shipped   ;3;9;2004;Trucks and Buses;118;S12_4473 ;Land of Toys Inc.                 ;2125557818       ;897 Long Airport Avenue                   ;           ;NYC           ;NY           ;10022    ;USA          ;NA   ;Yu         ;Kwai      
10305;38;100;5;4773.2;10/13/2004;Shipped   ;4;10;2004;Trucks and Buses;118;S12_4473 ;Marta's Replicas Co.              ;6175558555       ;39323 Spinnaker Dr.                       ;           ;Cambridge     ;MA           ;51247    ;USA          ;NA   ;Hernandez  ;Marta     
10314;45;100;14;6185.7;10/22/2004;Shipped   ;4;10;2004;Trucks and Buses;118;S12_4473 ;Heintze Collectables              ;86 21 3555       ;Smagsloget 45                             ;           ;?rhus         ;             ;8200     ;Denmark      ;EMEA ;Ibsen      ;Palle     
10324;26;58.4;7;1517.9;11/05/2004;Shipped   ;4;11;2004;Trucks and Buses;118;S12_4473 ;Vitachrome Inc.                   ;2125551500       ;2678 Kingston Rd.                         ;Suite 101  ;NYC           ;NY           ;10022    ;USA          ;NA   ;Frick      ;Michael   
10336;38;100;3;6372.6;11/20/2004;Shipped   ;4;11;2004;Trucks and Buses;118;S12_4473 ;La Corne D'abondance, Co.         ;(1) 42.34.2555   ;265, boulevard Charonne                   ;           ;Paris         ;             ;75012    ;France       ;EMEA ;Bertrand   ;Marie     
